2023-04-17 00:00:00	5500
2023-04-21 00:00:00	5700
2023-04-24 19:07:26	14114
2023-04-24 19:21:54	14603
2023-04-24 19:28:20	14814
2023-04-24 19:35:39	15019
2023-04-24 19:38:50	15117
2023-04-24 19:42:33	15217
2023-04-24 19:50:35	15469
2023-04-24 19:52:10	15510
2023-04-24 20:09:42	15982
2023-04-24 20:19:04	16222
2023-04-24 20:26:50	16407
2023-04-24 20:30:20	16505
2023-04-24 20:35:08	16655
2023-04-24 20:42:07	16864
2023-04-24 20:52:19	17194
2023-04-24 21:06:03	17584
2023-04-24 21:16:10	17867
2023-04-24 21:23:08	18057
2023-04-24 21:32:11	18287
2023-04-24 21:42:17	18573
2023-04-24 21:52:12	18825
2023-04-24 22:07:47	19198
2023-04-24 22:21:50	19520
2023-04-24 22:32:32	19630
2023-04-24 22:47:25	19852
2023-04-24 22:52:12	19870
2023-04-24 23:06:41	20178
2023-04-24 23:18:05	20317
2023-04-24 23:25:10	20365
2023-04-24 23:32:18	20452
2023-04-24 23:42:16	20595
2023-04-24 23:52:16	20673
2023-04-25 00:07:14	20906
